 5.18598970601064e-002   -9.97243304545058e+000
 5.61641804065253e-002   -9.27139492279508e+000
 5.86172904126320e-002   -8.76646602111140e+000
 6.16932740120387e-002   -8.28980197156067e+000
 6.47727470993632e-002   -7.86931867748408e+000
 6.66151967198814e-002   -7.53275756782692e+000
 6.96981592951234e-002   -7.16845502922446e+000
 7.21617377649830e-002   -6.83206839396319e+000
 7.46288057227602e-002   -6.55186251417604e+000
 7.77152577859199e-002   -6.24374073104772e+000
 8.14193492105034e-002   -5.87961266684114e+000
 8.51199511471692e-002   -5.45930384716043e+000
 9.19157288667888e-002   -4.87132513303673e+000
 9.74797173514787e-002   -4.45153973654366e+000
 1.01189043007939e-001   -4.17168280554829e+000
 1.05516008025822e-001   -3.83581959347466e+000
 1.14175172293466e-001   -3.24836430253860e+000
 1.16650963971037e-001   -3.10861031143680e+000
 1.23458954898369e-001   -2.71726424147256e+000
 1.30888074675041e-001   -2.32609264590421e+000
 1.37080170984908e-001   -2.01884323475530e+000
 1.43891651400157e-001   -1.68367792026520e+000
 1.48846724243217e-001   -1.46035069353572e+000
 1.54422925935619e-001   -1.23719794120213e+000
 1.60620256477362e-001   -1.01421966326442e+000
 1.64955945215040e-001   -8.18808339876124e-001
 1.73634301666231e-001   -5.40347204047807e-001
 1.84170810433569e-001   -1.78138358195936e-001
 1.86650091599058e-001   -9.45651225682624e-002

 6.49053476402338e-002   -1.00041873855012e+001
 6.67547762365873e-002   -9.77998778679229e+000
 6.79848207275582e-002   -9.58370409142458e+000
 7.22978277937713e-002   -9.02311785745442e+000
 7.66143243479020e-002   -8.51871237895839e+000
 8.15502050074152e-002   -7.98639099712117e+000
 8.40155282212335e-002   -7.67809473959696e+000
 9.01884323475530e-002   -7.06185117334031e+000
 9.51278024949839e-002   -6.58571054697723e+000
 9.88371281514438e-002   -6.30585361598185e+000
 1.02544709063945e-001   -5.99790630724941e+000
 1.08728081654017e-001   -5.55020500741516e+000
 1.14911454244090e-001   -5.10250370758091e+000
 1.18622524644508e-001   -4.85073715432260e+000
 1.24811131466457e-001   -4.48730698769956e+000
 1.30999738288406e-001   -4.12387682107651e+000
 1.35949576899590e-001   -3.81627846113583e+000
 1.43380441420222e-001   -3.45319724330455e+000
 1.47712640669982e-001   -3.20160516444212e+000
 1.52048329407659e-001   -3.00619384105383e+000
 1.57003402250720e-001   -2.78286661432435e+000
 1.66915292680799e-001   -2.36430253860246e+000
 1.75590159644072e-001   -2.02966064730001e+000
 1.81787490185815e-001   -1.80668236936230e+000
 1.87984820727558e-001   -1.58370409142458e+000
 1.96043793073367e-001   -1.33315885893745e+000
 2.01623484253686e-001   -1.16618686207799e+000
 2.06582046584664e-001   -9.99040390822646e-001
 2.11542353659600e-001   -8.59984297304370e-001
 2.18364302538602e-001   -6.93361249236675e-001
 2.27663787839135e-001   -4.15074587804240e-001
 2.35105120823519e-001   -2.20535636395359e-001
 2.38826659687691e-001   -1.37311349559452e-001
