 2.48281690140845e-002    8.10000000000000e+000
 2.94580985915493e-002    7.70625000000000e+000
 3.40880281690141e-002    7.31250000000000e+000
 4.40799295774648e-002    6.69375000000000e+000
 5.32827464788732e-002    6.24375000000000e+000
 6.32366197183099e-002    5.85000000000000e+000
 7.62375000000000e-002    5.42812500000000e+000
 9.30411971830986e-002    5.00625000000000e+000
 1.05252992957746e-001    4.75312500000000e+000
 1.17464788732394e-001    4.50000000000000e+000
 1.33484154929577e-001    4.21875000000000e+000
 1.48733450704225e-001    3.99375000000000e+000
 1.63982746478873e-001    3.76875000000000e+000
 1.72367957746479e-001    3.65625000000000e+000
 1.86086619718310e-001    3.48750000000000e+000
 1.97518838028169e-001    3.34687500000000e+000
 2.11232746478873e-001    3.20625000000000e+000
 2.32566549295775e-001    2.98125000000000e+000
 2.43989260563380e-001    2.89687500000000e+000
 2.56177288732394e-001    2.78437500000000e+000
 2.68365316901408e-001    2.67187500000000e+000
 2.79027464788732e-001    2.58750000000000e+000
 2.91210739436620e-001    2.50312500000000e+000
 2.98065316901408e-001    2.44687500000000e+000

 2.50040492957746e-002    7.05937500000000e+000
 3.11551056338028e-002    6.66562500000000e+000
 4.11279929577465e-002    6.15937500000000e+000
 4.95607394366197e-002    5.76562500000000e+000
 5.72281690140845e-002    5.40000000000000e+000
 6.41065140845070e-002    5.20312500000000e+000
 7.25250000000000e-002    4.89375000000000e+000
 8.09292253521127e-002    4.66875000000000e+000
 9.46764084507042e-002    4.33125000000000e+000
 1.09184154929577e-001    3.99375000000000e+000
 1.16052992957746e-001    3.85312500000000e+000
 1.25203521126761e-001    3.71250000000000e+000
 1.38931690140845e-001    3.48750000000000e+000
 1.51133978873239e-001    3.29062500000000e+000
 1.66378521126761e-001    3.09375000000000e+000
 1.80101936619718e-001    2.89687500000000e+000
 1.95346478873239e-001    2.70000000000000e+000
 2.23530105633803e-001    2.44687500000000e+000
 2.42572711267606e-001    2.27812500000000e+000
 2.61615316901408e-001    2.10937500000000e+000
 2.73038028169014e-001    2.02500000000000e+000
 2.89028873239437e-001    1.91250000000000e+000
 2.98930457746479e-001    1.82812500000000e+000
